"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Cet artefact est plus rare que n'importe quelle autre orbe, c'est un honneur d'en posséder un",
"desc_magasin": "Il vous faudra construire cette orbe vous-même",
"name": "Orbama",
"texture_casier": "res://screens/board/orbe_orbama.png",
"texture_magasin": "res://screens/board/orbe_orbama.png"
},
"values": {
"obamium": 700,
"size": 0.5
}
}
orbe_15={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Vous vous sentez moche et méchant avec cette orbe",
"desc_magasin": "Achetable uniquement de nuit non jdeconne",
"name": "Orbe Lune",
"texture_casier": "res://screens/board/orbe_lune.png",
"texture_magasin": "res://screens/board/orbe_lune.png"
},
"values": {
"obamium": 350,
"size": 0.5
}
}
orbe_16={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "C'est l'heure de jouer à fca",
"desc_magasin": "L'heure intégrée au pc n'a qu'à se faire du soucis devant cette orbe qui affiche l'heure en direct",
"name": "Horbloge",
"texture_casier": "res://screens/board/orbe_horbloge.png",
"texture_magasin": "res://screens/board/orbe_horbloge.png"
},
"values": {
"obamium": 450,
"size": 0.5
}
}
orbe_17={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Christiano Ronaldo serait très fier",
"desc_magasin": "Finalement fca c'est un peu comme le foot, il faut défendre ses cages et tirer dans les cages adverses",
"name": "Orbe de Foot",
"texture_casier": "res://screens/board/orbe_foot.png",
"texture_magasin": "res://screens/board/orbe_foot.png"
},
"values": {
"obamium": 225,
"size": 0.5
}
}
orbe_18={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Lebron James aurait dit un truc dujanre 'baket'",
"desc_magasin": "C'est pas pour faire des dunk hein",
"name": "Orbe de Basket",
"texture_casier": "res://screens/board/orbe_basket.png",
"texture_magasin": "res://screens/board/orbe_basket.png"
},
"values": {
"obamium": 225,
"size": 0.5
}
}
orbe_19={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Bien sûr que cette balle de tennis a 30 pv",
"desc_magasin": "Même si y'avait une blague personne l'aurait comprise qui joue au tennis serieux",
"name": "Orbe de Tennis",
"texture_casier": "res://screens/board/orbe_tennis.png",
"texture_magasin": "res://screens/board/orbe_tennis.png"
},
"values": {
"obamium": 225,
"size": 0.5
}
}
orbe_20={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Ooohh trop choupi ! je suis recherché dans 8 pays",
"desc_magasin": "Pour les fans d'amour, de sexe intense et de la couleur jaune",
"name": "Coeur Jaune",
"texture_casier": "res://screens/board/orbe_coeurjaune.png",
"texture_magasin": "res://screens/board/orbe_coeurjaune.png"
},
"values": {
"obamium": 250,
"size": 0.5
}
}
orbe_21={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "27 personnalités se partagent cette orbe instable",
"desc_magasin": "Cette orbe est subversive",
"name": "Monsieur Orbe",
"texture_casier": "res://screens/board/orbe_monsieur.png",
"texture_magasin": "res://screens/board/orbe_monsieur.png"
},
"values": {
"obamium": 527,
"size": 0.5
}
}
orbe_22={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Vous ferez plus attention à l'avenir",
"desc_magasin": "Cette orbe indique que vous n'êtes pas en sécurité",
"name": "Orbe Warning",
"texture_casier": "res://screens/board/orbe_warning.png",
"texture_magasin": "res://screens/board/orbe_warning.png"
},
"values": {
"obamium": 225,
"size": 0.5
}
}
orbe_23={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Un vieux V-buck qui date de quand Fortnite avait encore du charme",
"desc_magasin": "Hélas, ce V-buck ne vaut rien, par contre il fera un super orbe",
"name": "V-orbe",
"texture_casier": "res://screens/board/orbe_vbuck.png",
"texture_magasin": "res://screens/board/orbe_vbuck.png"
},
"values": {
"obamium": 500,
"size": 0.5
}
}
orbe_24={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "C'est pas avec ça qu'on va sauver le monde...",
"desc_magasin": "Un regard légèrement insistant qui fera trembler les plus faibles",
"name": "Tomatorbe",
"texture_casier": "res://screens/board/orbe_tomatorbe.png",
"texture_magasin": "res://screens/board/orbe_tomatorbe.png"
},
"values": {
"obamium": 350,
"size": 0.5
}
}
orbe_25={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "C'est un super cadavre de poisson",
"desc_magasin": "En vrais il est mort dès qu'on l'a sorti de l'océan",
"name": "Poisson Glorbe",
"texture_casier": "res://screens/board/orbe_poissonglorbe.png",
"texture_magasin": "res://screens/board/orbe_poissonglorbe.png"
},
"values": {
"obamium": 225,
"size": 0.5
}
}
orbe_26={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Vous pourriez pas jouer sans",
"desc_magasin": "Disponibilité limitée jusqu'à ce qu'on trouve un autre moyen de faire du online",
"name": "Orbe Hamachi",
"texture_casier": "res://screens/board/orbe_hamachi.png",
"texture_magasin": "res://screens/board/orbe_hamachi.png"
},
"values": {
"obamium": 200,
"size": 0.5
}
}
orbe_27={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "C'est ici que le Barbecue a pris forme...",
"desc_magasin": "L'emblème des pédophiles et des furry!",
"name": "Orbe Discord",
"texture_casier": "res://screens/board/orbe_discord.png",
"texture_magasin": "res://screens/board/orbe_discord.png"
},
"values": {
"obamium": 200,
"size": 0.5
}
}
orbe_28={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Un petit oiseau tout mimi gouzi gouzi mais seulement en apparence",
"desc_magasin": "Le repère des horny politiser sans charme",
"name": "Orbe Twitter",
"texture_casier": "res://screens/board/orbe_twitter.png",
"texture_magasin": "res://screens/board/orbe_twitter.png"
},
"values": {
"obamium": 200,
"size": 0.5
}
}
orbe_29={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Il est tellement gros que pour le voir entièrement, on doit reculer de trois pas :joy:",
"desc_magasin": "Il est tres gros et tres marrant hihi",
"name": "Big Chungorbe",
"texture_casier": "res://screens/board/orbe_bigchungorbe.png",
"texture_magasin": "res://screens/board/orbe_bigchungorbe.png"
},
"values": {
"obamium": 550,
"size": 0.5
}
}
orbe_30={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Un oeuf étrangement solide",
"desc_magasin": "Qui est venu en premier? L'orbe ou le bananakat?",
"name": "Orbe Oeuf",
"texture_casier": "res://screens/board/orbe_oeuf.png",
"texture_magasin": "res://screens/board/orbe_oeuf.png"
},
"values": {
"obamium": 350,
"size": 0.5
}
}
orbe_31={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "À ne pas utiliser pour se protéger de la pluie mais bien de la horde de bananakat qui arrive en force",
"desc_magasin": "Il protège très mal de la pluie, par contre il est assez résistant contre les funky cards",
"name": "Orbe Parapluie",
"texture_casier": "res://screens/board/orbe_parapluie.png",
"texture_magasin": "res://screens/board/orbe_parapluie.png"
},
"values": {
"obamium": 350,
"size": 0.5
}
}
orbe_32={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Je suis fier d'être un poisson funky archiviste, que Funky Kong bénisse BBCC!",
"desc_magasin": "Ne lui demandez pas où il était la nuit dernière",
"name": "Kirborbe",
"texture_casier": "res://screens/board/orbe_kirborbe.png",
"texture_magasin": "res://screens/board/orbe_kirborbe.png"
},
"values": {
"obamium": 500,
"size": 0.5
}
}
orbe_33={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Voilà de quoi personnaliser son profil et utiliser les emojis personnalisés",
"desc_magasin": "Les utilisateurs Nitro ont désormais accès à l'eau potable",
"name": "Nitrorbe",
"texture_casier": "res://screens/board/orbe_nitrorbe.png",
"texture_magasin": "res://screens/board/orbe_nitrorbe.png"
},
"values": {
"obamium": 525,
"size": 0.5
}
}
orbe_34={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Est-ce qu'il a vraiment besoin de ces lunettes de soleil?",
"desc_magasin": "Pour les appréciateurs de l'été",
"name": "Orbe Soleil",
"texture_casier": "res://screens/board/orbe_soleil.png",
"texture_magasin": "res://screens/board/orbe_soleil.png"
},
"values": {
"obamium": 375,
"size": 0.5
}
}
orbe_35={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Orbe obtenu de façon parfaitement legale",
"desc_magasin": "Le Funky Shop n'est pas responsable pour quelconque évènement tragique que les achats pourraient produire",
"name": "Orbe Bombe",
"texture_casier": "res://screens/board/orbe_bombe.png",
"texture_magasin": "res://screens/board/orbe_bombe.png"
},
"values": {
"obamium": 400,
"size": 0.5
}
}
orbe_36={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Cet orbe N'EST PAS GROS!!",
"desc_magasin": "Un peu de potion magique? allez ça part en clip twitch",
"name": "Orbelix",
"texture_casier": "res://screens/board/orbe_orbelix.png",
"texture_magasin": "res://screens/board/orbe_orbelix.png"
},
"values": {
"obamium": 600,
"size": 0.5
}
}
orbe_37={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Ne surtout pas manger l'orbe",
"desc_magasin": "Servi avec une barquette de frites à côté",
"name": "Hamburgorbe",
"texture_casier": "res://screens/board/orbe_hamburgorbe.png",
"texture_magasin": "res://screens/board/orbe_hamburgorbe.png"
},
"values": {
"obamium": 250,
"size": 0.5
}
}
orbe_38={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Une super décoration et une encore meilleure orbe !",
"desc_magasin": "Tout ça pour moi c'est du chinois",
"name": "Lanterne chinoise",
"texture_casier": "res://screens/board/orbe_lanternechinoise.png",
"texture_magasin": "res://screens/board/orbe_lanternechinoise.png"
},
"values": {
"obamium": 350,
"size": 0.5
}
}
orbe_39={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Le bananakat c'est le buff, la pauvreté c'est l'obamium, Ingsorbe c'est la victoire",
"desc_magasin": "Si vous désirez une image de cette orbe, imaginez jouer Sparkle... éternellement. Ou alors regardez juste la représentation de l'orbe à coté de ce texte.",
"name": "Ingsorbe",
"texture_casier": "res://screens/board/orbe_ingsorbe.png",
"texture_magasin": "res://screens/board/orbe_ingsorbe.png"
},
"values": {
"obamium": 275,
"size": 0.5
}
}
orbe_40={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Il n'y aura aucune information sur l'obtention de cet orbe par l'équipe de funky dev",
"desc_magasin": "Cette orbe vous mettra dans la peau des plus grands criminels de notre ère",
"name": "Flopporbe",
"texture_casier": "res://screens/board/orbe_flopporbe.png",
"texture_magasin": "res://screens/board/orbe_flopporbe.png"
},
"values": {
"obamium": 650,
"size": 0.5
}
}
orbe_41={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "C'est évidemment une réplique, les funky dev gardent la vraie avec eux",
"desc_magasin": "Un beau panorama parfaitement réaliste sur notre belle planète bleue",
"name": "Orbe Terrestre",
"texture_casier": "res://screens/board/orbe_terrestre.png",
"texture_magasin": "res://screens/board/orbe_terrestre.png"
},
"values": {
"obamium": 320,
"size": 0.5
}
}
orbe_42={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Rira bien qui rira le dernier",
"desc_magasin": "Cet orbe change selon vos pv! évidemment vous ne le verrez pas si vous êtes trop fort",
"name": "Orbe Comédie et Tragédie",
"texture_casier": "res://screens/board/orbe_comedietragedie.png",
"texture_magasin": "res://screens/board/orbe_comedietragedie.png"
},
"values": {
"obamium": 450,
"size": 0.4
}
}
orbe_43={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Ah non va falloir se débrouiller tout seul pour avoir du shield là",
"desc_magasin": "50 de bouclier non garantis, effets secondaires garantis",
"name": "Orbe de Bouclier",
"texture_casier": "res://screens/board/orbe_bouclier.png",
"texture_magasin": "res://screens/board/orbe_bouclier.png"
},
"values": {
"obamium": 375,
"size": 0.5
}
}
orbe_44={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "C'est la merde la plus drôle que j'ai jamais vu",
"desc_magasin": "c'est littéralement fluttershy orange",
"name": "Fluttershy Orange",
"texture_casier": "res://screens/board/orbe_fluttershyorange.png",
"texture_magasin": "res://screens/board/orbe_fluttershyorange.png"
},
"values": {
"obamium": 450,
"size": 0.5
}
}
orbe_45={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Un vestige du passé déterré par nos meilleurs archéologues",
"desc_magasin": "U mad?",
"name": "Trorbe Face",
"texture_casier": "res://screens/board/orbe_trorbeface.png",
"texture_magasin": "res://screens/board/orbe_trorbeface.png"
},
"values": {
"obamium": 675,
"size": 0.5
}
}
orbe_46={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Extrait directement des mines de Barbecue City",
"desc_magasin": "Le saviez-vous? c'est le deuxième ingrédient le plus utilisé pour le Luap, le premier étant le sucre",
"name": "Orbe Luapium",
"texture_casier": "res://screens/board/orbe_luapium.png",
"texture_magasin": "res://screens/board/orbe_luapium.png"
},
"values": {
"obamium": 400,
"size": 0.5
}
}
orbe_47={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Un bel hommage pour notre cher ami tombé trop tôt",
"desc_magasin": "1 point pour FCA, 0 pour Minecraft",
"name": "Copper Gorbelem",
"texture_casier": "res://screens/board/orbe_coppergorbelem.png",
"texture_magasin": "res://screens/board/orbe_coppergorbelem.png"
},
"values": {
"obamium": 500,
"size": 0.5
}
}
orbe_48={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Si vous entrez dans la Maison 699, n'oubliez pas le 1 au début.",
"desc_magasin": "Si quelqu'un toque a votre porte après votre achat de cette orbe, n'ouvrez pas.",
"name": "Orbe Maison",
"texture_casier": "res://screens/board/orbe_maison.png",
"texture_magasin": "res://screens/board/orbe_maison.png"
},
"values": {
"obamium": 632,
"size": 0.5
}
}
orbe_49={
"categories": {
"type": "Orbe",
"type_magasin": "orbe"
},
"texts": {
"desc_casier": "Fun fact : c'est la noix qui a tourner dans Coco de Dreamworks.",
"desc_magasin": "Suicide toi",
"name": "Noix de coco",
"texture_casier": "res://screens/board/Orbe_Coco.png",
"texture_magasin": "res://screens/board/Orbe_Coco.png"
},
"values": {
"obamium": 34,
"size": 0.5
}
}
skin_1={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "La classe de ce couvre chef est difficilement égalable",
"desc_magasin": "Avec ce skin d'obre, vous faites parti de la haute société orbique.",
"name": "Haut de forme",
"texture_casier": "res://screens/board/Orbe/Skin/HautForme.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_hautdeforme.png"
},
"values": {
"obamium": 250,
"size": 0.5
}
}
skin_2={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "élémentaire mon cher res://screens/board/Orbe/Skin/Nerd.png",
"desc_magasin": "Avec ce skin, rien n'arrêtera votre enquête, même si les corps n'ont pas été trouver depuis 2013.",
"name": "Sherlock Horbes",
"texture_casier": "res://screens/board/skin_sherlock.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_sherlock.png"
},
"values": {
"obamium": 250,
"size": 0.5
}
}
skin_3={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Une légende raconte que le fait d'équipper ce skin fait augmenter la température environnante de 7 °C",
"desc_magasin": "Montrez votre amour pour le Maroc avec ce chapeau traditionelle Marocain. 


 Fabriquer en Chine",
"name": "Fez",
"texture_casier": "res://screens/board/Orbe/Skin/Fez.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_fez.png"
},
"values": {
"obamium": 399,
"size": 0.5
}
}
skin_4={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Utiliser ce skin est illégale dans 83 pays du a une surcharge de style pouvant être dangereuse pour la santé mentale.",
"desc_magasin": "Une méta-analyse réaliser sur 8392 études indépendante a trouver que les grolles maximisant le plus le drip sont celle président ici.",
"name": "Chaussures drip",
"texture_casier": "res://screens/board/Orbe/Skin/DripShoe.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_chaussuresdrip.png"
},
"values": {
"obamium": 600,
"size": 0.5
}
}
skin_5={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Pas mal pour vous protéger du soleil, cacher votre identité pour commettre un vol a main armée a la MoraBanc d'Andorre-La-Vella Av. Meritxell 96 , (vous pouvez désactiver l'alarme en forant 50cm en desous du pot de fleur a l'entré), ou alors juste pour le style.",
"desc_magasin": "Les lunettes les plus stylé de l'univers observable. Par contre dsl, c'est pas pris en charge par la sécu.",
"name": "Lunettes stylé",
"texture_casier": "res://screens/casier/icon/skin/skin_lunettesstyle.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_lunettesstyle.png"
},
"values": {
"obamium": 350,
"size": 0.5
}
}
skin_6={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "\"Nn mais enft techniquement c'est pas un skin, psk skin ça veut dire peau, et ici il est question de lunette et de bouche \" :nerd:",
"desc_magasin": "\"Nn mais enft techniquement c'est pas un skin, psk skin ça veut dire peau, et ici il est question de lunette et de bouche \" :nerd:",
"name": "Nerd",
"texture_casier": "res://screens/board/skin_nerd.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_nerd.png"
},
"values": {
"obamium": 200,
"size": 0.5
}
}
skin_7={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Ce tuba est parfait pour profiter de la plage Funky.",
"desc_magasin": "Tu ne doit pas voir ça :quoi:",
"name": "Tuba",
"texture_casier": "res://screens/board/skin_tuba.png",
"texture_magasin": "res://screens/casier/icon/skin/Tuba.png"
},
"values": {
"obamium": 34,
"size": 0.5
}
}
skin_8={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "mucho doritos",
"desc_magasin": "De quoi célébrer le mexique et tout ca la",
"name": "Sombrero",
"texture_casier": "res://screens/board/skin_sombrero.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_sombrero.png"
},
"values": {
"obamium": 430,
"size": 0.5
}
}
skin_9={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "J'espère que tu as été sage cette année...",
"desc_magasin": "Très utile pour mettre une pression vitale aux adversaires",
"name": "Main avec l'arme",
"texture_casier": "res://screens/board/skin_mainaveclarme.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_mainaveclarme.png"
},
"values": {
"obamium": 460,
"size": 0.5
}
}
skin_10={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Ya-hoo !",
"desc_magasin": "Souvent imitée mais jamais égalée",
"name": "Casquette de Mario",
"texture_casier": "res://screens/board/skin_casquettemario.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_casquettemario.png"
},
"values": {
"obamium": 200,
"size": 0.5
}
}
skin_11={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Je ne suis plus gentil",
"desc_magasin": "Une vraie casquette de propriétaire",
"name": "Casquette de Luigi",
"texture_casier": "res://screens/board/skin_casquetteluigi.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_casquetteluigi.png"
},
"values": {
"obamium": 200,
"size": 0.5
}
}
skin_12={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "C'est moi qui représente la loi dans cette ville",
"desc_magasin": "Avec ça, vous aurez l'air de dégainer du bananakat plus vite que votre ombre",
"name": "Chapeau de Shérif",
"texture_casier": "res://screens/board/skin_sherif.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_sherif.png"
},
"values": {
"obamium": 400,
"size": 0.5
}
}
skin_13={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Le chapeau de monsieur je sais tout",
"desc_magasin": "Pour les diplômés de l'université de FCA",
"name": "Coiffe de Diplômé",
"texture_casier": "res://screens/board/skin_coiffedediplome.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_coiffedediplome.png"
},
"values": {
"obamium": 270,
"size": 0.5
}
}
skin_14={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "À qui vas-tu les offrir?",
"desc_magasin": "Un peu de fleurs pour les gens qui adorent les fleurs",
"name": "Bouquet",
"texture_casier": "res://screens/board/skin_bouquet.png",
"texture_magasin": "res://screens/casier/icon/skin/skin_bouquet.png"
},
"values": {
"obamium": 150,
"size": 0.5
}
}
skin_15={
"categories": {
"type": "Skin d'orbe",
"type_magasin": "skinOrbe"
},
"texts": {
"desc_casier": "Et ça marche vraiment du coup?",
